label	gender	profession	ideology_binary	ideology_multiclass	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
@user114	female	politician	left	left	0.06822372464658882	0.058897410544881214	0.058977579434007645	0.06491007722936319	0.4661286443440849	0.11683279442024533	0.13949386707998182	0.04783410384543438	0.056572512760214855	0.2067288420940114	0.3323267683920793	0.14911413377515298	0.11472168033991609	0.12161620480478877	0.1913364153817375	0.12990032334785281	0.15053045081638652	0.08778493359343684	0.3684027684989712	0.09761898399294515
@user117	male	politician	left	moderate_left	0.13214505224339276	0.29376553272226824	0.057988829801448386	0.25678095187194355	0.020256005985943723	0.35349135512145585	0.2066219502418428	0.07744314689612784	0.06870473798134738	0.02250073488148366	0.11480184922904252	0.038935357152401054	0.07559926244622003	0.053980385345127065	0.1821169931321985	0.05718714091018412	0.13671467892359904	0.053499372010368515	0.34245477138505115	0.09983698992544295
@user118	female	politician	left	moderate_left	0.33499906469629354	0.261751422997782	0.2050987413484407	0.2212394110258945	0.0	0.04911680607145721	0.14390315598193526	0.024184281553138613	0.020256005985943723	0.06563159723150104	0.164346222709174	0.10347131289917427	0.02260762673365223	0.11480184922904252	0.05510274979289703	0.19983431762913872	0.5480879719943347	0.11362603885518825	0.6137195692258357	0.09139253360412604
@user12	female	politician	right	right	0.242003153309639	0.042970524571764514	0.04991849496272147	0.19497073835546885	0.14868656636647873	0.21688356805002537	0.34624943213703535	0.16648405975254535	0.08297480024585124	0.055984607573287735	0.11763448331150958	0.4005772160017103	0.14064295449079395	0.18893134870794473	0.11704657812458244	0.3305897757943401	0.12022661072659735	0.06918575131610594	0.0755725394831779	0.06945298094652735
@user120	male	politician	left	left	0.11250367440741829	0.06632639427059672	0.06643328612276529	0.05411400016033777	0.2939258705005211	0.18005932497795354	0.1849496272146656	0.8003260201491141	0.12990032334785281	0.1927794553860132	0.02033617487507015	0.02672296304214211	0.33628176692231637	0.2416557547900911	0.0995697602950215	0.07033483872691804	0.07220544613986798	0.024264450442265037	0.0	0.07188477058336228
@user122	male	journalist	right	right	0.0	0.0	0.0	0.05777504609711125	0.08345581358060981	0.01817161486865664	0.0	0.0	0.6834932257288688	0.9295315464578713	0.48593035995831213	0.06819700168354667	0.0	0.18454878276903341	0.029448705272440607	0.019534485983805885	0.2125811710002405	0.08260067876326127	0.0	0.0
@user124	female	politician	right	right	0.03687768899815612	0.020175837096817296	0.1881563827797226	0.025226477111782154	0.6364340878116566	0.07276662836375297	0.11001843884449908	0.6454931722829428	0.1309692418695385	0.09470618102135164	0.2137035354480105	0.12209721813954731	0.11394671441169396	0.2658133133801876	0.03631650677427113	0.06426872611635179	0.2079313754309078	0.12567809518719436	0.0	0.09451912028005667
@user125	male	politician	right	moderate_right	0.04427994976082948	0.04478768605863018	0.1522674434141258	0.04780738088239224	0.13575265225408192	0.035194142326501164	0.1156837070094332	0.04649795569332727	0.7854680526976832	0.04636434087811657	0.2742577697015045	0.05424761497554849	0.13898613078218114	0.14291440634937602	0.06581865797279604	0.0	0.18869084204056547	0.3076881964672243	0.5375324015926887	0.10975120921407765
@user126	male	journalist	left	left	0.047459982362844384	0.01849229042516234	0.02038962080115443	0.05237700756259854	0.044654071243419476	0.016835466716549532	0.14793832340129873	0.07300713503113225	0.41984447235509476	0.18684695759065764	0.15638277972261563	0.2867373934421849	0.01833195264690949	0.12506346703722507	0.07824483578739211	0.041527484567488844	0.06512386093370032	0.14101707597338392	0.016007054862243127	0.12460917666550868
@user127	female	politician	left	moderate_left	0.29705245717645173	0.08666256914566688	0.18465567462120197	0.04850217792148793	0.025974720076962138	0.3099329253627642	0.27618182304053873	0.0399775527110446	0.06525747574891104	0.040431843082761015	0.31338018759520053	0.14622805376660164	0.0	0.07442345207236578	0.03778626974158895	0.4131904545576014	0.10702546698377917	0.11728708479196172	0.4754015125197082	0.12466262259159294
@user128	female	politician	left	moderate_left	0.0	0.2944336067983218	0.02260762673365223	0.025547152668287863	0.0	0.7201838539857299	0.2927500601266668	0.0	0.019721546725100878	0.0	0.3253253520750381	0.02260762673365223	0.15811977232035487	0.054087277197295634	0.07153737206381444	0.22834771919510435	0.3549343951257315	0.16314368937227758	0.61639186553005	0.03131931268539056
@user129	male	politician	right	moderate_right	0.11220972181395471	0.14994254562945938	0.1439031559819353	0.08353598246973624	0.2917880334571497	0.29916357125678095	0.0905373987867775	0.1723898345848588	0.10293685363833142	0.07439672910932364	0.4694957376873947	0.07447689799845006	0.06541781352716389	0.017984554127361642	0.06485663130327891	0.07319419577242725	0.10349803586221641	0.04235589642179525	0.1717752064348895	0.3706474973945111
@user13	female	journalist	left	left	0.10002405066673792	0.019374148205553034	0.08829266989123753	0.0401646134523396	0.1425937307928703	0.03872157344806392	0.19042783463830468	0.1705726730979931	0.20696934876139067	0.20763742283744424	0.07201838539857298	0.11533630848988535	0.1168862403463296	0.10440661660564923	0.04599021939552658	0.1876486464819219	0.09930253066460007	0.11520269367467463	0.0	0.026482456374762833
@user130	male	politician	right	moderate_right	0.1153095855268432	0.1517329841532829	0.11592421367681248	0.14307474412762888	0.1283503914914086	0.9706047406536435	0.15149247748590364	0.06702119130969242	0.0862350017369926	0.0	0.39886694636701314	0.04286363271959595	0.12597204778065793	0.20734347024398067	0.27572753266882233	0.05315197349082066	0.134443227065017	0.05678629646455199	0.027070361561689966	0.09556131583870019
@user134	male	politician	right	right	0.1263461692632479	0.0	0.04553592902381016	0.022955025253200072	0.44031426204537566	0.33457149728761926	0.10210844178402502	0.1366345100344726	0.020042222281606584	0.07153737206381444	0.05088052163223858	0.05042623126052217	0.020790465246786564	0.37182330776836536	0.10788060180112773	0.08872023729991182	0.12052056332006092	0.028620293418134202	0.0	0.5506800994094225
@user135	male	politician	right	moderate_right	0.16039122417893698	0.025814382298709283	0.2886614467812191	0.37270516554875605	0.1090831351380241	0.36532962774912486	0.1401619411560354	0.0	0.19553192057935384	0.0694262579834852	0.2466262259159296	0.03131931268539056	0.02757809785949066	0.11635178108548676	0.2220143769541167	0.08228000320675556	0.22778653697121937	0.10411266401218566	0.1932871916838139	0.13187782261297132
@user136	female	politician	right	moderate_right	0.09681729510168087	0.08011544320034204	0.2618048689238663	0.1710804093957938	0.11683279442024533	0.3757515833355602	0.11763448331150958	0.09096496619545175	0.12591860185457363	0.08912108174554395	0.2583041607653457	0.41671788567916407	0.05675957350150984	0.18024638571924856	0.07730953208091713	0.18428155313861197	0.19216482723604392	0.10510141364474493	0.020843911172870846	0.07212527725074157
@user137	female	politician	left	moderate_left	0.04214211271745811	0.3269287298575666	0.05181582533871356	0.02578765933566714	0.017637155607813794	0.0	0.7646775874508965	0.0	0.01833195264690949	0.07185804762032015	0.8252585446674328	0.0	0.020897357098955134	0.12346008925469658	0.0	0.1633307501135726	0.1076935410598327	0.27578097859490663	0.2515165281526416	0.04794099569760294
@user138	female	politician	left	moderate_left	0.11873012479623742	0.024104112664012182	0.08901418989337538	0.17527591459341013	0.3617754736645199	0.03252184602228695	0.19670773095320807	0.06854440020309452	0.08145159135244916	0.08040939579380563	0.22631677400390152	0.09668368028647016	0.04713930680633869	0.20782448357873923	0.42558990940915525	0.9191363138344779	0.02226022821410438	0.022661072659736513	0.04732636754763368	0.18112824349963924
@user141	male	politician	right	moderate_right	0.2531199059351701	0.1482322759947623	0.2230565725127602	0.11293124181609256	0.19195104353170678	0.8914246011597765	0.10841506106197055	0.025119585259613584	0.017637155607813794	0.026776408968226396	0.06429544907939391	0.0	0.18329280350605276	0.07239250688116299	0.07498463429625077	0.04500146976296732	0.08225328024371342	0.1331872478020363	0.2976403623633789	0.2526923385264958
@user142	male	politician	left	moderate_left	0.0963897276930066	0.021431816359797976	0.022741241548862937	0.023061917105368646	0.02284813340103151	0.2609230111434756	0.023970497848801477	0.029929718607199167	0.09954303733197938	0.07145720317468801	0.6036717351219903	0.07565270837230431	0.058095721653616955	0.053339034232115654	0.0	0.081611929130702	1.6980305176237938	0.13716896929531547	0.25162342000481014	0.0
@user143	male	journalist	left	left	0.072018385398573	0.024211004516180756	0.07746986985916998	0.0	0.17065284198711952	0.2370594051468427	0.1573715293551749	0.0	0.2885278319660084	0.1957189813206488	0.08644878544132974	0.16659095160471393	0.2196093102803239	0.2718794259907538	0.29552924828304966	0.09037706100852462	0.04868923866278293	0.023115363031452927	0.0	0.0676358194596617
@user144	male	politician	left	left	0.1405093396755832	0.12321958258731727	0.07212527725074155	0.27938857860559574	0.27620854600358086	0.049838326073595035	0.1996205339248016	0.29943080088720236	0.04048528900884529	0.0708158520616766	0.1260789396328265	0.05806899869057481	0.0	0.09764570695598727	0.2575826407632078	0.07322091873546939	0.17548969829774724	0.04035167419363459	0.07153737206381444	0.17581037385425297
@user145	female	politician	left	left	0.13353464632158413	0.1419523796798589	0.07097618983992945	0.1820635472061142	0.056144945351540576	0.045108361615135886	0.3878838085566928	0.04179471419791027	0.026215226744341413	0.07693541059832713	0.05472862831030705	1.1552336923118034	0.07888618690040351	0.08513936025226476	0.24641244221159245	0.23171481253841425	0.2834771919510435	0.041286977900109566	0.04705913791721226	0.0
@user146	male	politician	left	left	0.0	0.0	0.06496352315544748	0.3020496512653323	0.06833061649875738	0.27746452526656157	0.18056706127575423	0.04844873199540365	0.05013227866705861	0.0	0.0789396328264878	1.000187060741295	0.11632505812244462	0.03364421047005692	0.09860773362550439	0.021030971914165843	0.17369925977392373	0.0689185216856845	0.3133267416691163	0.023810160070548623
@user148	female	politician	left	left	0.41476710937708766	0.07287352021592154	0.059912883140482626	0.06838406242484166	0.28983725715507336	0.26065578151305413	0.15077095748376582	0.38096256112877797	0.07445017503540793	0.04588332754335801	0.12706768926538575	0.0	0.20964164506560487	0.12423505518291866	0.07172443280510943	0.21781887175650033	0.04462734828037733	0.06405494241201463	0.49178268886454124	0.0
@user15	male	journalist	left	left	0.01908019561208947	0.021538708211966545	0.06857112316613666	0.0	0.0386414045589375	0.06972021057694877	0.04711258384329654	0.019721546725100878	0.34467277731754903	0.38700195077630206	0.11354586996606185	0.18569787017984554	0.2710242911734053	0.25231821704390583	0.07006760909649662	0.042061943828331685	0.14478501376232597	0.12720130408059646	0.0	0.0
@user152	male	journalist	left	left	0.02226022821410438	0.02116458672937655	0.038133668261136795	0.11330536329868254	0.14769781673391943	0.18144891905614496	0.24363325405520964	0.0672082520509874	0.2696346970952139	0.21765853397824753	0.020042222281606584	0.12562464926111008	0.21870072953689107	0.05683974239063628	0.0978594906603244	0.03038400897891558	0.16635044493733467	0.25044760963095586	0.5284465941583603	0.023115363031452927
@user154	female	politician	right	moderate_right	0.11279762700088186	0.0755725394831779	0.1294994789022207	0.06266534833382326	0.04957109644317362	0.15405788193794928	0.13233211298468775	0.08524625210443333	0.07688196467224286	0.21399748804147406	0.4539964191229523	0.38839154485449345	0.11001843884449908	0.07129686539643515	0.13390876780417413	0.01934742524251089	0.14029555597124607	0.057881937949279816	0.02033617487507015	0.15560781379439353
@user155	male	politician	right	moderate_right	0.1847358435103284	0.04548248309772587	0.27358969562545093	0.17059939606103525	0.554902327570081	0.3075011357259293	0.05504930386681276	0.08097057801769059	0.01908019561208947	0.10772026402287486	0.12706768926538575	0.07220544613986798	0.05574410090590844	0.30969241869538494	0.18746158574062693	0.07634750541140002	0.04286363271959595	0.021779214879345823	0.1107934047727212	0.36027898773415995
@user157	female	politician	right	moderate_right	0.0	0.08163865209374416	0.13187782261297132	0.2864434408487213	0.27829293712086794	0.15651639453782637	0.2549637903850779	0.14775126266000374	0.023703268218380053	0.3309104513508458	0.0	0.04914352903449935	0.046978969028085835	0.0	0.21629566286309826	0.0516554875604607	0.07867240319606639	0.01924053339034232	0.09256834397798028	0.06456267870981534
@user158	male	politician	right	right	0.018786243018625904	0.0	0.17605088052163223	0.053392480158199945	0.46016942358568713	0.11947836776141738	0.04951765051708933	0.21514657545228616	0.15371048341840143	0.07581304615055717	0.09622938991475374	0.02757809785949066	0.16049811603110553	0.8081558483204618	0.4970471125838433	0.0	0.0481013334758558	0.05969909943614548	0.1272280270436386	0.044707517169503753
@user159	female	politician	left	left	0.16883568050025385	0.0	0.12725475000668077	0.08257395580021913	0.2870046230726063	0.22802704363859863	0.17188209828705805	0.1172069159028353	0.0936639854627081	0.0982870580689987	0.01849229042516234	0.6151893321931536	0.48593035995831213	0.12827022260228216	0.11351914700301971	0.16089896047673768	0.0486090697736565	0.16875551161112742	0.0321744475027391	0.02399722081184362
@user16	female	politician	left	left	0.2203308302824617	0.1092701958793191	0.058015552764490524	0.18126185831484995	0.06271879425990753	0.1306752892760749	0.07308730392025868	0.20106357392907726	0.3582747655059993	0.17701290719114934	0.3384463269287299	0.05694663424280485	0.13195799150209775	0.12498329814809865	0.053178696453862806	0.21685684508698325	0.035755324550386144	0.11466823441383178	0.0775500387482964	0.0
@user161	male	politician	right	moderate_right	0.3879907004088613	0.0	0.21493279174794902	0.029448705272440607	0.33433099062023997	0.13249245076294058	0.10347131289917427	0.3489751743673339	0.11595093663985462	0.06902541353785308	0.16087223751369553	0.023329146735790063	0.15119852489244007	0.34528740546751824	0.20787792950482348	0.06611261056625958	0.0	0.0276048208225328	0.07581304615055717	0.29969803051762384
@user162	female	journalist	left	left	0.36065310921675	0.0	0.18943908500574544	0.0936639854627081	0.2559525400176372	0.021805937842387966	0.10764009513374845	0.32171775206434894	0.0723390609550787	0.09489324176264664	0.163223858261404	0.27898773415996364	0.24796237406803662	0.023329146735790063	0.37596536703989736	0.22340397103230805	0.042810186793511666	0.15999037973330482	0.04711258384329654	0.02250073488148366
@user164	male	journalist	left	left	0.1833729723951792	0.019561208946848027	0.15333636193581146	0.1550733545335507	0.2017316480051308	0.21199326581331338	0.3124181609256834	0.021084417840250124	0.3103070468453542	0.23676545255337914	0.06862456909222095	0.3463830469522461	0.22874856364073648	0.11309157959434543	0.19074851019481037	0.041607653456615275	0.0	0.0	0.045455760134683734	0.04136714678923599
@user165	female	politician	left	moderate_left	0.11779482108976243	0.02290157932711579	0.11921113813099596	0.17051922717190884	0.09508030250394163	0.17041233531974023	0.1958258731728174	0.053499372010368515	0.052537345340851395	0.030811576387589853	0.04323775420218594	0.05128136607787071	0.07714919430266427	0.057026803131931265	0.1480986611795516	0.3417065284198712	0.04436011864995591	0.1404826167125411	0.6079741321717752	0.026322118596509982
@user166	female	politician	right	moderate_right	0.05256406830389354	0.18385398572993772	0.15961625825071485	0.33895406322653054	0.045348868282515165	1.3742550974052004	0.10339114401004781	0.0	0.14107052189946823	0.0	0.027230699339942814	0.06988054835520162	0.2731086822906924	0.0	0.04104647123273029	0.0	0.04975815718446862	0.0	0.12888485075225142	0.18938563907966116
@user167	male	politician	left	moderate_left	0.06402821944897251	0.04780738088239224	0.07193821650944657	0.022393843029315092	0.05398038534512707	0.026108334892172843	0.0	0.08831939285427969	0.19253894871863392	0.40728467972528787	1.3751636781486332	0.10972448625103552	0.06576521204671174	0.23355869698832207	0.07779054541567569	0.12720130408059646	0.07180460169423586	0.037278533443788245	0.051094305336575725	0.0
@user168	female	politician	left	moderate_left	0.17383287458913443	0.17289757088265947	0.025760936372625	0.26522540819326046	0.05055984607573288	0.06482990834023676	0.21218032655460842	0.07912669356778279	0.059084471286176214	0.05296491274952567	0.5824804254295717	0.0	0.2212126880628524	0.0	0.09037706100852462	0.13954731300606613	0.1672590256807675	0.08174554394591271	0.5140696400416879	0.25889206595227277
@user169	male	politician	left	moderate_left	0.1361000507736298	0.2697950348734668	0.0	0.019400871168595173	0.04013789048929745	0.14865984340343655	0.13815771892787473	0.06266534833382326	0.09716469362122872	0.09085807434328319	0.23676545255337914	0.05619839127762486	0.08046284171988989	0.017984554127361642	0.05256406830389354	0.1239411025894551	0.15119852489244007	0.1339622137302584	1.3938430293150905	0.059137917212260506
@user17	male	politician	left	left	0.08634189358916117	0.028540124529007775	0.0475935971780551	0.1297667085326421	0.3309371743138879	0.16338419603965687	0.12810988482402927	0.2393575799684669	0.1975361428075145	0.2071831324657278	0.053606263862537085	0.08447128617621122	0.37273188851179817	0.7387830362630607	0.39811870340183314	0.06197055129472755	0.04748670532588653	0.035621709735175436	0.09991715881456936	0.0871168595173833
@user175	female	politician	left	moderate_left	0.11889046257449025	0.14235322412549103	0.09067101360198819	0.14189893375377463	0.144036770797146	0.11987921220704952	0.02351620747708506	0.0	0.1618075412201705	0.08473851580663264	0.899762165628925	0.06616605649234387	0.0	0.08529969803051762	0.0	0.261190240773897	0.21947569546511314	0.2175783650891211	0.2411212955292483	0.020202560059859438
@user176	male	politician	right	moderate_right	0.19392854279682528	0.4835252932845193	0.556024692017851	0.055904438684161305	0.39940140562785603	0.09032361508244033	0.028994414900724193	0.16808743753507388	0.0	0.043130862350017375	0.3427487239785147	0.0	0.024157558590096467	0.0675823735335774	0.045429037171641595	0.020362897838112293	0.14515913524491597	0.023890328959675047	0.1632505812244462	0.2612971326260656
@user177	male	politician	left	left	0.4780203628978381	0.08532642099355976	0.10454023142085994	0.07618716763314716	0.16653750567862965	0.17321824643916514	0.14817883006867802	0.22730552363646078	0.08505919136313835	0.17618449533684297	0.02260762673365223	0.02947542823548275	0.22139974880414742	0.16616338419603965	0.4283690975655381	0.3557360840169958	0.05227011571042997	0.053312311269073515	0.1119959381096176	0.024104112664012182
@user178	male	journalist	right	right	0.0	0.16635044493733467	0.053178696453862806	0.06140936907084258	0.20595387616578925	0.17917746719756286	0.052991635712567806	0.06707463723577671	0.455626519868523	0.12931241816092567	0.3024237727479223	0.14507896635578954	0.08714358248042542	0.16186098714625477	0.047433259399802245	0.02038962080115443	0.0750648031853772	0.09000293952593463	0.0	0.0
@user179	male	politician	left	moderate_left	0.1339622137302584	0.09516047139306806	0.11656556478982388	0.18152908794527137	0.1742604419978087	0.3405039950829748	0.09457256620614093	0.04689880013895941	0.11947836776141738	0.07038828465300233	0.08278773950455627	0.22637021992998585	0.04967798829534219	0.18772881537104832	0.055369979423318456	0.1366077870714305	0.20643488950054784	0.04804788754977152	0.09382432324096095	0.08917452767162824
@user180	male	journalist	right	moderate_right	0.11755431442238316	0.04021805937842388	0.04259640308917453	0.016995804494802386	0.04035167419363459	0.020042222281606584	0.07175115576815158	0.10282996178616287	0.6112076106998744	0.2678977044974747	0.42361241014403683	0.08340236765452554	0.14914085673819513	0.11346570107693542	0.038374174928516074	0.05689318831672056	0.2630875711498891	0.0	0.04481440902167232	0.0
@user181	female	politician	left	moderate_left	0.24534352368990675	0.1932871916838139	0.0	0.13201143742818205	0.0	0.0	0.1627695678896876	0.02111114080329227	0.1043264477165228	0.163972101226584	0.2458512599877074	0.0	0.0	0.2087597872852142	0.019721546725100878	1.12786937815665	0.10659789957510489	0.20806499024611846	0.38211164853959007	0.2396782555249726
@user182	male	politician	left	left	0.1913096924186954	0.02111114080329227	0.12597204778065793	0.09820688917987225	0.29363191790705756	0.3294139654204858	0.04136714678923599	0.24138852515966971	0.31260522166697846	0.07102963576601373	0.06477646241415248	0.09684401806472302	0.24451511183560035	0.37294567221613534	0.28649688677480556	0.03503380454824831	0.12337992036557013	0.0887736832259961	0.062264503888191124	0.08986932471072392
@user186	female	politician	right	moderate_right	0.052858020897357104	0.1300339381630635	0.24675984073114027	0.34884155955212315	0.10935036476844553	0.32171775206434894	0.04890302236712007	0.06792977205312525	0.1556612597204778	0.04847545495844579	0.21958258731728172	0.1372491381844419	0.11881029368536385	0.09475962694743592	0.1689692953154646	0.2823815504663157	0.07535875577884077	0.04692552310200155	0.08407044173057909	0.2212661339889367
@user188	male	politician	left	moderate_left	0.23933085700542475	0.21501296063707542	0.0	0.0	0.0	0.08011544320034206	0.0902434461933139	0.09401138398225595	0.40100478341038454	0.2377542021859384	0.5983004195505197	0.02351620747708506	0.025627321557414286	0.6301809144597953	0.02351620747708506	0.13708880040618904	0.09991715881456936	0.20397637690067072	0.07225889206595228	0.053579540899494925
@user189	male	journalist	left	moderate_left	0.013361481521071056	0.0416878223457417	0.09067101360198819	0.11186232329440687	0.25651372224152214	0.047620320141097246	0.10045161807541222	0.19665428502712384	0.3884717137436199	0.10948397958365623	0.06424200315330963	0.18203682424307208	0.2777050319339408	0.18735469388845835	0.2435530851660832	0.0	0.3878036396675663	0.0	0.2159482643435504	0.08610138692178188
@user19	female	politician	left	left	0.10232222548836215	0.1290719114935464	0.0936639854627081	0.041848160123994546	0.12327302851340156	0.023355869698832205	0.1090296892119398	0.06293257796424467	0.19668100799016597	0.10980465514016195	0.1210015766548195	0.4892974533016221	0.03832072900243179	0.13575265225408192	0.23345180513615352	0.591005050640015	0.044039443093450203	0.15790598861601776	0.1219636033243366	0.023436038587958632
@user191	male	politician	right	moderate_right	0.08890729804120681	0.12706768926538575	0.09700435584297586	0.08265412468934555	0.2557387563133	0.22682451030170223	0.3930680633868684	0.0	0.14243339301461747	0.1204938403570188	0.28230138157718926	0.06907885946393737	0.06384115870767751	0.12233772480692659	0.04660484754549585	0.052991635712567806	0.6776141738595975	0.02351620747708506	0.1460142700622645	0.11806205072018386
@user192	female	politician	right	moderate_right	0.19066834130568394	0.4386307153737206	0.025360091926992866	0.29152080382672835	0.09072445952807248	0.2788808423077951	0.05181582533871356	0.09826033510595654	0.04350498383260736	0.07626733652227359	0.6327997648379252	0.07530530985275648	0.023596376366211487	0.10042489511237006	0.06800994094225167	0.03722508751770397	0.3059779268325272	0.02752465193340638	0.11012533069666765	0.3124716068517677
@user193	male	politician	left	moderate_left	0.1941690494642046	0.09109858101066244	0.20443066727238715	0.08954864915421822	0.17789476497154008	0.025547152668287863	0.9719676117687929	0.09345020175837097	0.13941369819085542	0.025760936372625	0.07645439726356859	0.029929718607199167	0.0450549156890516	0.21666978434568823	0.2691269607974132	0.23273028513401567	0.0	0.15627588787044708	0.18869084204056547	0.2058469843136207
@user194	female	politician	left	moderate_left	0.2619117607760349	0.17348547606958659	0.02215333636193581	0.040004275674086744	0.038481066780684636	0.2068090109831378	0.09136581064108389	0.18762192351887977	0.057534539429731975	0.13430961224980625	0.6185564255364635	0.2997514764437081	0.04462734828037733	0.11659228775286604	0.29258972234841396	0.5405520964164506	0.1704390582827824	0.08388338098928409	0.0602870046230726	0.0
@user195	male	politician	left	moderate_left	0.07616044467010502	0.32024798909703106	0.2267176184495337	0.13262606557815132	0.1455065337644638	0.15614227305523637	0.22965714438416934	0.061355923144758295	0.09614922102562733	0.01670185190133882	0.3205152187274525	0.06771598834878813	0.08062317949814277	0.14665562117527592	0.10905641217498196	0.25937307928703135	0.04767376606718153	0.11915769220491167	0.16578926271344968	0.13019427594131638
@user196	female	politician	left	moderate_left	0.6576521204671174	0.1465220063600652	0.02161887710109297	0.058149167579701226	0.021084417840250124	0.04508163865209375	0.03228133935490767	0.016354453381790972	0.11402688330082039	0.09858101066246225	0.11947836776141738	0.19670773095320807	0.16466689826567968	0.4000962026669517	0.048208225328024365	0.1762913871890115	0.27206648673204886	0.09326314101707597	0.3361481521071056	0.05157531867133427
@user198	male	politician	left	moderate_left	0.0989284091820101	0.235803425883862	0.06528419871195318	0.04874268458886721	0.09069773656503033	0.025814382298709283	0.22476684214745732	0.049384035701878624	0.10785387883808556	0.023008471179284357	0.14376954116672455	0.16787365383073677	0.14700301969482377	0.049490927554047194	0.0	0.04013789048929745	0.3752438470377596	0.16236872344405548	1.1047807380882393	0.04494802383688304
@user20	male	journalist	left	left	0.11456134256166324	0.07479757355495578	0.03527431121562759	0.035728601587344005	0.15037011303813366	0.06018011277090403	0.12947275593917854	0.10443333956869137	0.6434355041286979	0.3576066914299457	0.2632746318911841	0.15862750861815558	0.09687074102776516	0.21859383768472246	0.017877662275193072	0.1058496566099249	0.09641645065604873	0.12153603591566235	0.023596376366211487	0.022955025253200072
