	Unnamed: 0	label	gender	profession	ideology_binary	ideology_multiclass	tweet	clean_data	lemmatized_data	lemmatized_nostw	emojis
10	26455	@user10	male	journalist	right	moderate_right	[POLITICAL_PARTY] ha cancelado "sine die" sus reuniones con el [POLITICAL_PARTY] para negociar la investidura de la 'popular' Isabel Díaz Ayuso como presidenta de la Comunidad de Madrid. "Si estamos hablando de socios que no son fiables no tendrá ningún sentido volverse a sentar", ha dicho Rocío Monasterio.	politicalparty ha cancelado  sine die  sus reuniones con el politicalparty para negociar la investidura de la  popular  isabel díaz ayuso como presidenta de la comunidad de madrid   si estamos hablando de socios que no son fiables no tendrá ningún sentido volverse a sentar   ha dicho rocío  	politicalpar cancelar sine die reunion politicalparty negociar investidura popular isabel ayuso presidenta comunidad madrid hablar socio fiable volver sentar rocio	politicalpar cancelar sine die reunion politicalparty negociar investidura .popular isabel ayuso presidenta comunidad madrid hablar socio no fiable no tener sentido volver sentar decir rocio	
11	263	@user10	male	journalist	right	moderate_right	La Guardia Civil ha detenido en el aeropuerto de Sevilla a un militar brasileño q forma parte de una expedición de avanzadilla previa al viaje programado a Japón por el presidente brasileño, Jair Bolsonaro, al ser descubierto q portaba 39 Kilos kilogramos de cocaína en su maleta	la guardia civil ha detenido en el aeropuerto de sevilla a un militar brasileño q forma parte de una expedición de avanzadilla previa al viaje programado a japón por el presidente brasileño  jair bolsonaro  al ser descubierto q portaba kilos kilogramos de cocaína en su maleta	guardia civil detener aeropuerto sevilla militar brasileño formar parte expedicion avanzadilla previo viaje programado japon presidente brasileño jair bolsonaro descubrir portar kilo kilogramo cocaina maleta	guardia civil detener aeropuerto sevilla militar brasileño formar parte expedicion avanzadilla previo viaje programado japon presidente brasileño jair bolsonaro descubrir portar kilo kilogramo cocaina maleta	
12	9418	@user10	male	journalist	right	moderate_right	El CIS de Tezanos acertó Un rápido análisis del sondeo del 9 de abril, que contenía horquillas muy anchas y daba una cifra altísima de indecisos, revela un gran parecido entre aquel y los resultados de este 28 de abril	el cis de tezanos acertó un rápido análisis del sondeo del de abril  que contenía horquillas muy anchas y daba una cifra altísima de indecisos  revela un gran parecido entre aquel y los resultados de este de abril	cis tezano acertar rapido analisis sondeo abril contener horquilla anchas cifra altisimo indeciso revelar parecido resultado abril	cis tezano acertar rapido analisis sondeo abril contener horquilla mucho anchas dar cifra altisimo indeciso revelar gran parecido resultado este abril	
13	41475	@user10	male	journalist	right	moderate_right	Pedro Sánchez, Pablo Casado, Albert Rivera y Pablo Iglesias, además de Susana Díaz, el portavoz en el Senado, Ander Gil y la portavoz en el Congreso Adriana Lastra se han sumado a la preocupación por el estado deSalud de Rubalcaba y su pronta recuperación	    y   además de   el portavoz en el senado  ander gil y la portavoz en el congreso adriana lastra se han sumado a la preocupación por el estado desalud de rubalcaba y su pronta recuperación	ademas portavoz senado portavoz congreso adriano lastro sumar preocupacion desalud rubalcaba pronto recuperacion	ademas portavoz senado portavoz congreso adriano lastro sumar preocupacion estado desalud rubalcaba pronto recuperacion	
14	44962	@user10	male	journalist	right	moderate_right	"Habría un escenario q podría reconsiderar esto,y es que la sentencia fuera absolutoria . Bueno es una posibilidad , yo no voy a entrar en eso " ( Esta es la frase textual pronunciada por el presidente del Senado. Todo lo demás es un titular de El País que no responde al texto)	habría un escenario q podría reconsiderar esto y es que la sentencia fuera absolutoria   bueno es una posibilidad   yo no voy a entrar en eso     esta es la frase textual pronunciada por el presidente del senado  todo lo demás es un titular de el país que no responde al texto 	escenario reconsiderar sentencia absolutorio buen posibilidad entrar frase textual pronunciado presidente senado titular pais responder texto	escenario q reconsiderar sentencia absolutorio buen posibilidad no entrar frase textual pronunciado presidente senado titular pais no responder texto	
15	9541	@user10	male	journalist	right	moderate_right	Las autoridades de Hong Kong cancelaron todos sus vuelos,después de q 5.000 manifestantes ocuparan la terminal del aeropuerto internacional por cuarto día y debido a las cancelaciones, por"una gran cantidad de manifestantes impidieron q los pasajeros pudieran facturar"	las autoridades de hong kong cancelaron todos sus vuelos después de q   manifestantes ocuparan la terminal del aeropuerto internacional por cuarto día y debido a las cancelaciones  por una gran cantidad de manifestantes impidieron q los pasajeros pudieran facturar 	autoridad hong kong cancelar vuelo despues manifestante ocupar terminal aeropuerto internacional cuarto dia debido cancelacion cantidad manifestante impedir pasajero facturar	autoridad hong kong cancelar vuelo despues q manifestante ocupar terminal aeropuerto internacional cuarto dia debido cancelacion gran cantidad manifestante impedir pasajero facturar	
16	45903	@user10	male	journalist	right	moderate_right	La pandilla de millonarios de Jeff Bezos navega por Baleares en un barco q tiene cinco cubiertas y 82 habitaciones con jacuzzi, un spa, una bodega, cine privado con pantalla gigante de plasma y hasta una cancha de baloncesto.	la pandilla de millonarios de jeff bezos navega por baleares en un barco q tiene cinco cubiertas y habitaciones con jacuzzi  un spa  una bodega  cine privado con pantalla gigante de plasma y hasta una cancha de baloncesto 	pandilla millonario jeff bezo navegar balear barco cubierto habitacion jacuzzi spa bodega cine privado pantalla gigante plasma cancha baloncesto	pandilla millonario jeff bezo navegar balear barco q tener cubierto habitacion jacuzzi spa bodega cine privado pantalla gigante plasma cancha baloncesto	
17	26898	@user10	male	journalist	right	moderate_right	Juan Sebastián Elcano, el vasco que se rebeló contra Magallanes y terminó culminando su gesta A bordo de la nave 'Victoria' fue el primer hombre en dar la vuelta al mundo demostrando que la Tierra era esférica.	juan sebastián elcano  el vasco que se rebeló contra magallanes y terminó culminando su gesta a bordo de la nave  victoria  fue el primer hombre en dar la vuelta al mundo demostrando que la tierra era esférica 	elcano vasco rebelar magallan terminar culminar gesta bordo nave victorio primero hombre vuelta mundo demostrar tierra esferico	elcano vasco rebelar magallan terminar culminar gesta bordo nave .victorio primero hombre dar vuelta mundo demostrar tierra esferico	
18	42853	@user10	male	journalist	right	moderate_right	Frente a los ataques a la falta de independencia de laJystivia: Un juzgado de lo Contencioso de Madrid da el visto bueno a que el expresidente de la Generalitat Puigdemont y otros dos exconsejeros fugados Toni Comin y Clara Ponsati concurran a las Elecciones europeas	frente a los ataques a la falta de independencia de lajystivia  un juzgado de lo contencioso de madrid da el visto bueno a que el expresidente de la generalitat puigdemont y otros dos exconsejeros fugados toni comin y clara ponsati concurran a las elecciones europeas	frente ataque falta independencia lajystivia juzgado contencioso madrid visto buen expresidente generalitat puigdemont exconsejero fugado comin claro ponsati concurrir eleccion europeo	frente ataque falta independencia lajystivia juzgado contencioso madrid dar visto buen expresidente generalitat puigdemont exconsejero fugado comin claro ponsati concurrir eleccion europeo	
19	9177	@user10	male	journalist	right	moderate_right	Tu pensamiento me hace. inteligente, y en tu sencilla. ternura, yo soy también sencillo. y bondadoso. Pero si tú me olvidas. quedaré muerto sin que nadie. lo sepa. Verán viva. mi carne, pero será otro hombre. —oscuro, torpe, malo— el que la habita... . Ángel González . Buenas Noches	tu pensamiento me hace  inteligente  y en tu sencilla  ternura  yo soy también sencillo  y bondadoso  pero si tú me olvidas  quedaré muerto sin que nadie  lo sepa  verán viva  mi carne  pero será otro hombre  —oscuro  torpe  malo— el que la habita      ángel gonzález   buenas noches	pensamiento inteligente sencillo ternura sencillo bondadoso olvidar quedar muerto vivo carne hombre --oscuro torpe malo habitar angel gonzalez buen noche	pensamiento hacer inteligente sencillo ternura tambien sencillo bondadoso olvidar quedar muerto saber ver vivo carne hombre --oscuro torpe malo habitar angel gonzalez buen noche	
20	18015	@user10	male	journalist	right	moderate_right	“Todo su proyecto político se resume en una máxima: cuanto peor mejor para todos y cuanto peor para todos mejor, mejor para mí el suyo. Beneficio político Ademas un vaso es un vaso y un plato es un plato" y los españoles son muy españoles y mucho españoles” M.Rajoy	“todo su proyecto político se resume en una máxima  cuanto peor mejor para todos y cuanto peor para todos mejor  mejor para mí el suyo  beneficio político ademas un vaso es un vaso y un plato es un plato  y los españoles son muy españoles y mucho españoles” m rajoy	proyecto politico resumir maximo cuanto peor cuanto peor beneficio politico vaso vaso plato plato español español español	proyecto politico resumir maximo cuanto peor mejor cuanto peor mejor mejor beneficio politico vaso vaso plato plato español mucho español mucho español	
21	14898	@user10	male	journalist	right	moderate_right	Monasterio cree que el Orgullo es una “caricatura denigrante” de las personas LGTBI Cuando una madre y un padre salen a la calle del portal de su casa no tienen por qué encontrarse con ese espectáculo”, dice la líder del partido de ultraderecha	cree que el orgullo es una “caricatura denigrante” de las personas lgtbi cuando una madre y un padre salen a la calle del portal de su casa no tienen por qué encontrarse con ese espectáculo”  dice la líder del partido de ultraderecha	creer orgullo caricatura denigrante persona lgtbi madre padre salir calle portal casa encontrar espectaculo lider partido ultraderecha	creer orgullo caricatura denigrante persona lgtbi madre padre salir calle portal casa no tener encontrar espectaculo decir lider partido ultraderecha	
22	35406	@user10	male	journalist	right	moderate_right	La candidata de [POLITICAL_PARTY] a la Comunidad de Madrid, Rocío Monasterio, ha anunciado q hay un "preacuerdo" para la Mesa de la Asamblea y ha dicho q Ciudadanos tendrá q olvidarse del "asquito" que, le produce la formación de Santiago Abascal porque hoy mismo, van a "firmar acuerdos".	la candidata de politicalparty a la comunidad de madrid  rocío   ha anunciado q hay un  preacuerdo  para la mesa de la asamblea y ha dicho q tendrá q olvidarse del  asquito  que  le produce la formación de santiago porque hoy mismo  van a  firmar acuerdos  	candidata politicalpar comunidad madrid rocio anunciar preacuerdo mesa asamblea olvidar asquito producir formacion santiago mismo firmar acuerdo	candidata politicalpar comunidad madrid rocio anunciar q .preacuerdo mesa asamblea decir tener olvidar .asquito producir formacion santiago hoy mismo .firmar acuerdo	
23	4017	@user10	male	journalist	right	moderate_right	Ha muerto a los 82 años el abogado Matías Cortes,uno de los mejores conocedores de la historia de este país de la q èl escribió,desde el anonimato, algunos capítulos. Abogado de Jesus Polanco fundador de ‘El País”Influyó en la política,en la prensa y en la Judicatura DEP Matías	ha muerto a los años el abogado matías cortes uno de los mejores conocedores de la historia de este país de la q èl escribió desde el anonimato  algunos capítulos  abogado de jesus polanco fundador de ‘el país”influyó en la política en la prensa y en la judicatura dep matías	morir año abogado matio corte conocedor historia pais escribir anonimato capitulo abogado jesus polanco fundador ' pais influir politica prensa judicatura matia	morir año abogado matio corte mejor conocedor historia pais q escribir anonimato capitulo abogado jesus polanco fundador 'el pais influir politica prensa judicatura matia	
24	33394	@user10	male	journalist	right	moderate_right	El actor Eduardo Gómez ha fallecido este domingo a los 68 años de edad. Conocido por encarnar a Mariano Delgado en la televisiva serie ‘Aquí no hay quien viva’, ha sido el creador de la producción que lo catapultó a la fama, Alberto Caballero, quien ha confirmado el fallecimiento	el actor eduardo gómez ha fallecido este domingo a los años de edad  conocido por encarnar a mariano delgado en la televisiva serie ‘aquí no hay quien viva’  ha sido el creador de la producción que lo catapultó a la fama  alberto caballero  quien ha confirmado el fallecimiento	actor eduardo fallecer domingo año edad conocido encarnar mariano delgado televisivo serie vivir creador produccion catapultar fama alberto caballero confirmar fallecimiento	actor eduardo fallecer domingo año edad conocido encarnar mariano delgado televisivo serie no vivir creador produccion catapultar fama alberto caballero confirmar fallecimiento	
25	5912	@user10	male	journalist	right	moderate_right	Cayetana Álvarez de Toledo, ha definido a la Alcaldesa Carmena como una “entrañable abuelita” q se dedica a “hacer crecer la política del rencor disfrazada de causas morales, y q un día “se descubrirá que las magdalenas q hace , las compra en un supermercado”.	cayetana álvarez de toledo  ha definido a la alcaldesa carmena como una “entrañable abuelita” q se dedica a “hacer crecer la política del rencor disfrazada de causas morales  y q un día “se descubrirá que las magdalenas q hace   las compra en un superm ado” 	cayetana alvarez toledo definir alcaldesa carmeno entrañable abuelita dedicar crecer politica rencor disfrazado causa moral dia descubrir magdalena compra superm ado	cayetana alvarez toledo definir alcaldesa carmeno entrañable abuelita q dedicar hacer crecer politica rencor disfrazado causa moral q dia descubrir magdalena hacer compra superm ado	
26	16240	@user10	male	journalist	right	moderate_right	El Tribunal Supremo será el órgano q decidirá sobre el recurso presentado por Carles Puigdemont, Antoni Comín y Clara Ponsatí contra su exclusión de la candidatura europea de JxCat y pronunciarse si pueden o no presentarse a las elecciones al Parlamento Europeo del próximo 26 M	el tribunal supremo será el órgano q decidirá sobre el recurso presentado por carles puigdemont  antoni comín y clara ponsatí contra su exclusión de la candidatura europea de jxcat y pronunciarse si pueden o no presentarse a las elecciones al parlamento europeo del próximo m	tribunal supremo organo decidir recurso presentado carle puigdemont antoni comin claro ponsati exclusion candidatura europeo pronunciar presentar eleccion parlamento europeo proximo m	tribunal supremo organo decidir recurso presentado carle puigdemont antoni comin claro ponsati exclusion candidatura europeo pronunciar no presentar eleccion parlamento europeo proximo m	
27	13894	@user10	male	journalist	right	moderate_right	[POLITICAL_PARTY], [POLITICAL_PARTY] y [POLITICAL_PARTY] llegan a un acuerdo en Madrid para investir a Isabel Ayuso Entre los compromisos que sí asume [POLITICAL_PARTY] está la devolución de los MENAS si son mayores de edad, aplicación "progresiva" del cheque escolar o emplear los fondos de Cooperació para Mafrid.	politicalparty  politicalparty y politicalparty llegan a un acuerdo en madrid para investir a isabel ayuso entre los compromisos que sí asume politicalparty está la devolución de los menas si son mayores de edad  aplicación  progresiva  del cheque escolar o emplear los fondos de cooperació para mafrid 	politicalpar politicalpar politicalparty llegar acuerdo madrid investir isabel ayuso compromiso asumir politicalpar devolucion mena mayor edad aplicacion progresivo cheque escolar emplear fondo cooperacio mafrid	politicalpar politicalpar politicalparty llegar acuerdo madrid investir isabel ayuso compromiso asumir politicalpar estar devolucion mena mayor edad aplicacion .progresivo cheque escolar emplear fondo cooperacio mafrid	
28	35128	@user10	male	journalist	right	moderate_right	La participación a las 18 horas superaba el 60%. En 2016 era de 51,21% Un aumento espectacular cuando aun faltan Dos horas para el cierre de los Colegios. Hasta ahora altas participaciones han ido unidas al triunfo del [POLITICAL_PARTY] pero esa regla se puede romper si hay mucho voto oculto	la participación a las horas superaba el    en era de     un aumento espectacular cuando aun faltan dos horas para el cierre de los colegios  hasta ahora altas participaciones han ido unidas al triunfo del politicalparty pero esa regla se puede romper si hay mucho voto oculto	participacion hora superar aumento espectacular aun faltar hora cierre colegio ahora alto participacion unido triunfo politicalparty regla romper voto oculto	participacion hora superar aumento espectacular aun faltar hora cierre colegio ahora alto participacion unido triunfo politicalparty regla romper voto oculto	
29	49024	@user10	male	journalist	right	moderate_right	Susana Díaz pide a Pablo Iglesias q no sea el causante,por segunda vez, de q no haya un presidente socialista La secretaria general del [POLITICAL_PARTY] andaluz recuerda la situación que se dio en 2016 y que Podemos "tiene ahora la oportunidad de votar si “	pide a q no sea el causante por segunda vez  de q no haya un presidente socialista la secretaria general del politicalparty andaluz recuerda la situación que se dio en y que  tiene ahora la oportunidad de votar si “	pedir causante segundo presidente socialista secretaria general politicalparty andaluz recordar situacion ahora oportunidad votar	pedir no causante segundo vez q no presidente socialista secretaria general politicalparty andaluz recordar situacion dar tener ahora oportunidad votar	
30	6248	@user10	male	journalist	right	moderate_right	Un periodista español, tras la venta de los vídeos de Assange en laEmbajada de Ecuador (vídeo) Los presuntos extorsionadores que piden tres millones por imágenes y conversaciones del activista son de Alicante	un periodista español  tras la venta de los vídeos de assange en laembajada de ecuador  vídeo  los presuntos extorsionadores que piden tres millones por imágenes y conversaciones del activista son de alicante	periodista español venta video assange laembajada ecuador video presunto extorsionador pedir millon imagen conversacion activista alicante	periodista español venta video assange laembajada ecuador video presunto extorsionador pedir millon imagen conversacion activista alicante	
31	46383	@user10	male	journalist	right	moderate_right	La mala noticia del día es la muerte de quien parecía inmortal :Arturo Fernandez , actor , productor, empresario y , sobre todo , amigo de tertulia mensual en el Cuenco de Pepa , se nos ha ido a los 90. Años Adiós querido Arturo DEP	la mala noticia del día es la muerte de quien parecía inmortal  arturo fernandez   actor   productor  empresario y   sobre todo   amigo de tertulia mensual en el cuenco de pepa   se nos ha ido a los   años adiós querido arturo dep	malo noticia dia muerte parecer inmortal arturo fernandez actor productor empresario amigo tertulia mensual cuenco pepa año adios querido arturo	malo noticia dia muerte parecer inmortal arturo fernandez actor productor empresario amigo tertulia mensual cuenco pepa ir año adios querido arturo	
32	16792	@user10	male	journalist	right	moderate_right	El dilema de Albert Rivera: colocar a [POLITICAL_PARTY] más a la derecha o hacia la izquierda El líder de Ciudadanos debe decidir con su apoyo a gobiernos del [POLITICAL_PARTY] o del [POLITICAL_PARTY] si quiere consolidarse como líder de la oposición o ir a por su imagen más centrista	el dilema de   colocar a politicalparty más a la derecha o hacia la izquierda el líder de debe decidir con su apoyo a gobiernos del politicalparty o del politicalparty si quiere consolidarse como líder de la oposición o ir a por su imagen más centrista	dilema colocar politicalpar derecha izquierda lider decidir apoyo gobierno politicalparty politicalpar consolidar lider oposicion imagen centrista	dilema colocar politicalpar mas derecha izquierda lider decidir apoyo gobierno politicalparty politicalpar querer consolidar lider oposicion ir imagen mas centrista	
33	11249	@user10	male	journalist	right	moderate_right	Hoy,Día Internacional de la Enfermera hay oposiciones en varias CCAA.a las q se presentan miles q viven desde hace 15 y 20 años de contratos precarios de solo días No puede haber medicina de calidad en estas condiciones de profesionales de la q depende la vida de Los enfermos	hoy día internacional de la enfermera hay oposiciones en varias ccaa a las q se presentan miles q viven desde hace y años de contratos precarios de solo días no puede haber medicina de calidad en estas condiciones de profesionales de la q depende la vida de los enfermos	dia internacional enfermera oposicion ccaa.a presentar vivir año contrato precario dia medicina calidad condicion profesional depender vida enfermo	hoy dia internacional enfermera oposicion ccaa.a q presentar q vivir hacer año contrato precario solo dia no medicina calidad condicion profesional q depender vida enfermo	
34	33343	@user10	male	journalist	right	moderate_right	Juan José Cortés,diputado del [POLITICAL_PARTY] por Huelva y padre de Mari Luz -asesinada en Huelva en 2008-ha presentado ante la Fiscalía denuncia contra 70 personas y cuatro medios de comunicación por "los ataques e injurias y xenofobia por sus ingresos y el cobro de una pensión invalidez	juan josé cortés diputado del politicalparty por huelva y padre de mari luz  asesinada en huelva en  ha presentado ante la fiscalía denuncia contra personas y cuatro medios de comunicación por  los ataques e injurias y xenofobia por sus ingresos y el cobro de una pensión invalidez	diputado politicalparty huelva padre mari luz asesinado huelva presentar fiscalia denuncia persona medio comunicacion ataque injuria xenofobia ingreso cobro pension invalidez	diputado politicalparty huelva padre mari luz -asesinado huelva presentar fiscalia denuncia persona medio comunicacion ataque injuria xenofobia ingreso cobro pension invalidez	
35	12206	@user10	male	journalist	right	moderate_right	La portavoz del Govern se niega a responder una pregunta en castellano en rueda de prensa En el turno de las preguntas en castellano lo q se hace habitualmente es explicar y repetir lo que antes se ha preguntado en catalán, algo q hoy no se ha producido	la portavoz del govern se niega a responder una pregunta en castellano en rueda de prensa en el turno de las preguntas en castellano lo q se hace habitualmente es explicar y repetir lo que antes se ha preguntado en catalán  algo q hoy no se ha producido	portavoz govern negar responder pregunta castellano rueda prensa turno pregunta castellano habitualmente explicar repetir preguntar catalan producir	portavoz govern negar responder pregunta castellano rueda prensa turno pregunta castellano hacer habitualmente explicar repetir antes preguntar catalan hoy no producir	
36	4758	@user10	male	journalist	right	moderate_right	Abascal Presidente de [POLITICAL_PARTY] acusa a Ciudadanos de tratarlos como el aparheid y pide a Casado y Rivera a una reunión en el Congreso de los Diputados De lo contrario no apoyará una solución en Murcia ( donde gobernará el [POLITICAL_PARTY]) ni en la Comunidad de Madrid .	presidente de politicalparty acusa a de tratarlos como el aparheid y pide a y a una reunión en el congreso de los diputados de lo contrario no apoyará una solución en murcia   donde gobernará el politicalparty  ni en la comunidad de madrid  	presidente politicalpar acusar tratar aparheid pedir reunion congreso diputado contrario apoyar solucion murcia gobernar politicalparty comunidad madrid	presidente politicalpar acusar tratar aparheid pedir reunion congreso diputado contrario no apoyar solucion murcia gobernar politicalparty comunidad madrid	
37	9379	@user10	male	journalist	right	moderate_right	Caso Villarejo: imputan al exCEO del BBVA Ángel Cano y al exjefe de seguridad del banco El BBVA contrató a Villarejo para frustar el asalto de Sacyr y el [POLITICAL_PARTY] al banco, un trabajo que pasaba por investigar a los principales promotores de la operación	caso villarejo  imputan al exceo del bbva ángel cano y al exjefe de seguridad del banco el bbva contrató a villarejo para frustar el asalto de sacyr y el politicalparty al banco  un trabajo que pasaba por investigar a los principales promotores de la operación	caso villarejo imputar exceo bbva angel cano exjefe seguridad banco bbva contratar villarejo frustar asalto sacyr politicalparty banco trabajo pasar investigar principal promotor operacion	caso villarejo imputar exceo bbva angel cano exjefe seguridad banco bbva contratar villarejo frustar asalto sacyr politicalparty banco trabajo pasar investigar principal promotor operacion	
