label	1	2	3	4	5	6	7	8	9	10	11	12	13
@user148	1.1369	0.6698	1.7725	0.6672	0.0066978168264110755	0.008691693290734825	0.004471246006389777	0.0006711927582534611	0.0008903088391906285	0.0022955271565495206	0.004865548455804047	0.002104100106496273	0.0003261448349307774
@user15	0.0	0.2988	0.9258000000000001	1.7992	0.0011445686900958467	0.0026799787007454738	0.002473908413205538	0.006480564430244941	0.008876464323748669	0.0015580404685835993	0.002672257720979766	0.0033399893503727367	0.0002779552715654952
@user152	0.49639999999999995	0.897	1.6358	0.45430000000000004	0.007380724174653887	0.0008735356762513312	0.00093370607028754	0.002667997870074547	0.002773961661341853	0.0031395101171459	0.001577209797657082	0.010185303514376997	0.00027981895633652823
@user154	1.0004	1.138	0.843	0.5174	0.00027822151224707136	0.004662406815761449	0.0017766240681576146	0.005576677316293929	0.005307507987220447	0.00421272630457934	0.001307241746538871	0.0010686900958466453	0.0002779552715654952
@user155	3.1523	2.3305	1.8446	0.9751	0.0002766240681576145	0.005987752928647497	0.0016640042598509053	0.0007377529286474974	0.004736155484558041	0.0010058572949946751	0.004921458998935037	0.0005652289669861554	0.0012806176783812567
@user157	1.2088	2.0888	0.6194999999999999	1.6646	0.0015835995740149094	0.0017087326943556972	0.000913738019169329	0.0014936102236421723	0.0	0.002930511182108626	0.005354632587859425	0.010042598509052182	0.0014281150159744407
@user158	0.7898000000000001	2.2106	0.24730000000000002	0.23909999999999998	0.0006112886048988286	0.008162406815761448	0.0004017571884984026	0.0024938764643237486	0.005314430244941428	0.0006347177848775293	0.0067886048988285395	0.007123003194888178	0.0009912140575079873
@user159	0.4743	0.9025	2.8033	0.7551	0.0008692758253461129	0.0010242279020234292	0.003771299254526092	0.001369275825346113	0.001799787007454739	0.009132854100106495	0.0076395101171459	0.0011570820021299254	0.0012050053248136314
@user16	0.7638	1.0539	1.112	1.5552	0.0016261980830670926	0.0018815228966986154	0.002711927582534611	0.0020881256656017037	0.006094515441959531	0.0015873269435569756	0.002689829605963791	0.0030178381256656013	0.0003256123535676252
@user161	0.9014	1.6493	0.9159999999999999	0.9509	0.00024307774227902028	0.013293397231096913	0.001879925452609159	0.0015255591054313098	0.0014917465388711395	0.002673056443024494	0.005004259850905218	0.0023958998935037275	0.0011541533546325878
@user162	0.38029999999999997	2.6038	0.3779	0.9249	0.0012380191693290735	0.003746805111821086	0.006449414270500533	0.0008445154419595314	0.001415867944621938	0.00575692225772098	0.007905750798722045	0.0015910543130990417	0.0012207135250266242
@user164	0.6332	1.7807	1.3591	0.9348000000000001	0.0017428115015974438	0.0022694355697550584	0.0025726837060702874	0.00297444089456869	0.0028136315228966986	0.005208732694355698	0.004726304579339723	0.0017042066027689031	0.0008799254526091587
@user165	3.3126	0.8766	0.9252	0.9929	0.00466506922257721	0.0020907880724174654	0.008656549520766773	0.0013596911608093718	0.002006123535676251	0.004401490947816826	0.0014810969116080936	0.001957667731629393	0.0007436102236421725
@user166	2.0258	0.34750000000000003	9.4505	0.4051	0.0021986155484558043	0.0013024494142705007	0.00030351437699680515	0.0009717784877529286	0.0	0.0008104366347177849	0.001048189563365282	0.0008541001064962725	0.0032444089456869006
@user167	0.1457	0.2845	0.2183	1.6046	0.0005857294994675186	0.002477635782747604	0.0022318956336528223	0.01119675186368477	0.013108626198083067	0.0	0.002729233226837061	0.0003322683706070288	0.0003240149094781683
@user168	3.4957000000000003	0.5478	1.5008	0.7914	0.007251064962726305	0.0005958466453674121	0.002527689030883919	0.006401224707135251	0.0023602236421725238	0.003815495207667732	0.00032854100106496274	0.0	0.0020351437699680512
@user169	1.1459000000000001	0.2334	1.0352000000000001	1.1447	0.017844249201277956	0.0011208732694355697	0.001108626198083067	0.0026296592119275826	0.0026445686900958467	0.002357294994675186	0.0003375931842385516	0.003343982960596379	0.0012529286474973376
@user17	0.4838	2.6486	1.6149	0.5734	0.0005977103301384451	0.005718583599574015	0.0015654952076677316	0.002387912673056443	0.00910782747603834	0.0021421725239616613	0.005699148029818957	0.002459531416400426	0.0004113418530351438
@user175	0.9619	0.1044	0.8197	1.1984	0.005297124600638978	0.0002792864749733759	0.00365122470713525	0.009487486687965922	0.00512087326943557	0.0	0.002101437699680511	0.0035215654952076678	0.0022247071352502665
@user176	3.7969	0.5787	0.3494	0.7279	0.0015729499467518635	0.005166666666666667	0.0018056443024494144	0.006294195953141641	0.00034238551650692226	0.0024169329073482427	0.0022787539936102237	0.0036621405750798725	0.0033487752928647494
@user177	0.7528	3.1127	1.1909999999999998	0.942	0.0033133652822151223	0.0036493610223642175	0.009225239616613418	0.0006602768903088392	0.0035617678381256656	0.0016759850905218316	0.0026906283280085197	0.0006054313099041534	0.0
@user178	0.3941	0.4889	1.8413	0.9916	0.0011882321618743345	0.0008905750798722043	0.0019858892438764644	0.009358892438764643	0.004504526091586795	0.000700212992545261	0.00281150159744409	0.004306709265175719	0.0005199680511182108
@user179	0.8461	0.9299999999999999	2.0326	1.1448	0.0026243343982960596	0.002071086261980831	0.0024733759318423857	0.004434504792332268	0.001999467518636848	0.002777955271565495	0.00480457933972311	0.0011022364217252397	0.002501597444089457
@user180	0.2799	0.6104999999999999	0.20889999999999997	1.0526	0.0013426517571884984	0.0013884451544195955	0.00024334398296059639	0.015377263045793396	0.0041003727369542066	0.0007931309904153354	0.000953940362087327	0.002505324813631523	0.0009174653887113952
@user181	2.0021999999999998	0.0	0.0	0.4703	0.006578541001064963	0.0017673056443024493	0.012412939297124602	0.007339723109691162	0.006576144834930778	0.002490947816826411	0.0	0.0016624068157614484	0.0010223642172523962
@user182	1.067	2.2149	1.6237	0.985	0.0014331735889243876	0.007040734824281149	0.0014653887113951012	0.0005646964856230032	0.0032944621938232163	0.0019376996805111819	0.004546059637912673	0.002199946751863685	0.0021469648562300317
@user186	2.4840999999999998	2.4361	1.6015	0.8240999999999999	0.0019339723109691163	0.0015689563365282216	0.0038517039403620874	0.0029379659211927578	0.001656283280085197	0.0011789137380191692	0.0018586261980830673	0.001980298189563365	0.0031664004259850907
@user188	0.31	0.0	0.7357	1.8578	0.0012673056443024493	0.0068982960596379135	0.0026552183173588926	0.012166932907348242	0.007695953141640044	0.0018977635782747603	0.0006352502662406815	0.00029872204472843446	0.0024552715654952077
@user189	1.8053	2.481	0.34850000000000003	0.5544	0.0017811501597444091	0.0031850372736954204	0.00027981895633652823	0.0033567625133120336	0.002249201277955272	0.0012273695420660278	0.0036347177848775293	0.005567625133120342	0.0034920127795527154
@user19	0.36669999999999997	2.3134	0.4285	0.8144	0.004924920127795527	0.0033775292864749733	0.006308839190628328	0.002837859424920128	0.0018410543130990417	0.004874866879659212	0.001533546325878594	0.0016408413205537809	0.0015252928647497338
@user191	1.7526	0.48629999999999995	1.4061	1.2333	0.0019161341853035142	0.0023596911608093716	0.000345580404685836	0.013150425985090523	0.0006363152289669862	0.0045287539936102236	0.001452076677316294	0.0027308306709265175	0.0009574014909478168
@user192	1.6853	0.3866	1.4551	0.7067	0.003041001064962726	0.0034171991480298194	0.002093450479233227	0.015501597444089455	0.0013690095846645369	0.0011711927582534613	0.0003533013844515442	0.0006253993610223642	0.004226570820021299
@user193	1.8211	2.1749	0.5103	1.4181	0.0038538338658146965	0.0014555378061767838	0.002898562300319489	0.0006789137380191693	0.0028029818956336527	0.011198349307774228	0.0012289669861554847	0.0011333865814696486	0.0020037273695420656
@user194	0.2408	1.211	1.6184	0.6751	0.002053780617678381	0.0018668796592119278	0.006039137380191693	0.005793130990415335	0.009788871139510116	0.002667465388711395	0.0009952076677316294	0.0003559637912673057	0.005135516506922258
@user195	1.4778	1.3695	1.0344	0.4562	0.005071352502662407	0.0029792332268370604	0.0009363684771033012	0.0036775825346112884	0.003730298189563365	0.0032973908413205535	0.0008442492012779553	0.0028825878594249204	0.0023551650692225775
@user196	0.8003	0.9742	0.5936	0.7924	0.012695154419595315	0.005085197018104367	0.005514909478168264	0.003704739084132055	0.0043130990415335465	0.0010652289669861555	0.0	0.0011999467518636847	0.0
@user198	0.7961	0.0	1.1962	0.7368	0.012922257720979767	0.0006448349307774227	0.0011520234291799785	0.007250798722044728	0.0006379126730564431	0.0027521299254526094	0.0008543663471778486	0.0043732694355697556	0.0038703407880724175
@user20	0.3402	0.5366	0.6056	0.8077	0.00026837060702875396	0.0035396698615548453	0.0011906283280085196	0.006130191693290736	0.00461741214057508	0.00220926517571885	0.0023716719914802986	0.007048189563365282	0.0008743343982960597
@user201	0.5811	0.6880999999999999	0.7052	0.7745	0.0012345580404685835	0.0	0.003494142705005325	0.0029539403620873267	0.0004443556975505857	0.02786821086261981	0.0006099574014909477	0.0006136847710330138	0.0005830670926517572
@user202	2.9292	0.5952999999999999	7.4754	0.1228	0.0006264643237486688	0.0012960596379126732	0.0	0.0007571884984025559	0.00028008519701810437	0.0027460063897763575	0.0031775825346112884	0.003027422790202343	0.002104898828541001
@user204	0.2338	0.2587	2.4652	0.9433	0.0016613418530351436	0.007104632587859425	0.0032614483493077742	0.003813099041533546	0.0032619808306709264	0.001656549520766773	0.002884717784877529	0.004018370607028754	0.0017345580404685833
@user206	1.2451	2.8166	0.1174	0.6082	0.0	0.0009376996805111821	0.001253727369542066	0.0035708200212992546	0.0026685303514376994	0.003200479233226837	0.004960862619808307	0.002968583599574015	0.0021514909478168266
@user207	0.0881	0.6508	0.8383	1.4966	0.0005676251331203408	0.0014073482428115015	0.0021738551650692228	0.004357294994675186	0.009165335463258786	0.008083067092651757	0.0033237486687965924	0.000869542066027689	0.001242811501597444
@user211	0.6121	0.6226	1.7225	0.1949	0.0	0.0025433972310969118	0.0018575612353567625	0.006451277955271566	0.005346645367412141	0.0033849840255591058	0.005768104366347178	0.0019049520766773163	0.0011312566560170395
@user212	0.2077	0.7262	1.0406	0.9394	0.005603833865814697	0.002982161874334399	0.007005857294994676	0.003559637912673056	0.005710862619808307	0.0024403620873269436	0.0038618210862619807	0.002070021299254526	0.0005982428115015974
@user213	0.8879	1.6519	0.5211	2.7359	0.001803514376996805	0.0011906283280085196	0.005286741214057508	0.0029456869009584666	0.006313631522896698	0.001442758253461129	0.002593450479233227	0.0011525559105431311	0.0008548988285410011
@user215	0.6173	0.5975	0.3426	0.636	0.0013133652822151223	0.00450346112886049	0.002500266240681576	0.006406283280085197	0.004705537806176784	0.0035023961661341855	0.0028511714589989348	0.002264643237486688	0.0013178913738019168
@user217	2.8331	1.9028	0.3473	0.1286	0.0071637380191693295	0.004623003194888179	0.003591586794462194	0.0009371671991480297	0.0010710862619808306	0.0026062300319488817	0.0009036208732694355	0.004408945686900959	0.0021075612353567627
@user218	0.6563	2.7366	2.1717	0.6112	0.003074014909478169	0.0021469648562300317	0.005258785942492013	0.0009864217252396165	0.0007036741214057507	0.002292598509052183	0.004668264110756124	0.002189829605963791	0.0019699148029818955
@user220	0.7627	6.1406	1.073	0.9836	0.0002779552715654952	0.004096911608093717	0.005908679446219383	0.0003370607028753993	0.0011698615548455804	0.007497603833865814	0.0034179978700745474	0.0007441427050053247	0.0012324281150159744
@user221	0.7787	1.0235	0.2267	0.7591	0.0005165069222577211	0.0010891906283280086	0.0031296592119275826	0.0041094249201277955	0.008227103301384452	0.007078008519701811	0.0015575079872204472	0.0008551650692225772	0.001126996805111821
@user223	2.1612	1.1128	3.2082	0.2244	0.0032244408945686902	0.004490681576144836	0.0025412673056443022	0.0003990947816826411	0.0016650692225772096	0.007497337593184238	0.0010636315228966984	0.0011775825346112888	0.002722044728434505
@user225	0.1104	1.0917999999999999	2.0137	0.114	0.0008096379126730566	0.001935835995740149	0.004107294994675187	0.0026799787007454738	0.012562034078807242	0.0019794994675186367	0.00605111821086262	0.0019739084132055374	0.0012531948881789137
@user226	3.1253	1.6376	1.3448	1.6937	0.0021512247071352503	0.0009821618743343983	0.0022641107561235355	0.0012827476038338658	0.00159185303514377	0.005601703940362088	0.003090255591054313	0.001596112886048988	0.0006490947816826412
@user228	1.9649999999999999	3.5526999999999997	3.551	0.0	0.0	0.007484824281150161	0.0005583067092651756	0.000284877529286475	0.0009230564430244942	0.001236954206602769	0.005550053248136315	0.0005929179978700746	0.0028415867944621936
@user23	0.2893	0.2587	2.3959	1.2044000000000001	0.012396698615548457	0.0014949414270500532	0.0006344515441959532	0.0048290734824281145	0.0032087326943556977	0.0019510117145899895	0.0009171991480298189	0.0024217252396166134	0.002005857294994675
@user235	0.0932	0.4953	2.0623	0.1087	0.013768104366347178	0.001715388711395101	0.0035015974440894566	0.00581283280085197	0.0008064430244941427	0.0064339723109691155	0.0005228966986155486	0.0017728966986155482	0.002141640042598509
@user236	0.8171999999999999	1.5165	1.3355	0.6048	0.004044994675186368	0.0011940894568690096	0.0057129925452609155	0.004791533546325878	0.0008439829605963792	0.0059313099041533555	0.0013008519701810436	0.0006741214057507986	0.002202076677316294
@user237	1.0801	3.0178	1.059	0.4172	0.0008610223642172524	0.0015327476038338658	0.0	0.00215814696485623	0.0030521831735889245	0.004545793397231097	0.00672577209797657	0.000814430244941427	0.002225772097976571
@user239	1.7470999999999999	1.9666	2.0613	1.195	0.007602502662406817	0.0017063365282215122	0.0009094781682641108	0.002992545260915868	0.0008005857294994674	0.0008722044728434505	0.0012726304579339723	0.0012827476038338658	0.0018301384451544199
@user24	1.2005000000000001	0.8564	4.1823	0.5708	0.0017473375931842386	0.005920660276890309	0.0035023961661341855	0.0018732694355697553	0.0020897231096911606	0.0025950479233226836	0.002786741214057508	0.0012066027689030883	0.0023061767838125666
@user242	1.3705	1.6862	1.8088	1.0318	0.000520234291799787	0.0020197018104366345	0.002944888178913738	0.002241480298189563	0.0013397231096911608	0.003038072417465389	0.009632321618743344	0.0033684771033013847	0.00031789137380191693
@user244	0.7557	0.9248000000000001	0.2057	0.4772	0.0007388178913738019	0.0007348242811501598	0.0012715654952076677	0.004435835995740149	0.0025463258785942493	0.002140042598509052	0.0030463258785942493	0.0015841320553780618	0.0008466453674121406
@user245	1.2597	1.074	0.6231	1.4180000000000001	0.012337593184238554	0.0011722577209797656	0.000715122470713525	0.006414004259850905	0.0018921725239616613	0.005908945686900958	0.00024094781682641107	0.001776091586794462	0.0013812566560170393
@user246	0.4615	0.3363	3.3365	0.2494	0.012404685835995742	0.00259531416400426	0.0013266773162939295	0.004093450479233227	0.004064164004259851	0.0037712992545260913	0.0007121938232161873	0.0013700745473908412	0.0027774227902023427
@user247	0.23759999999999998	0.6052	3.6135	1.0352999999999999	0.0008868477103301384	0.000961395101171459	0.0011687965921192759	0.005661075612353568	0.009163205537806177	0.0027127263045793396	0.0051911608093716715	0.0013554313099041534	0.0016259318423855165
@user249	3.3587000000000002	0.81	0.883	1.311	0.0006293929712460064	0.0036120873269435572	0.001568423855165069	0.0009076144834930778	0.0014566027689030885	0.002134185303514377	0.00758839190628328	0.0032824813631522898	0.0012766240681576146
@user25	0.8433999999999999	0.9713	0.719	0.5696	0.0	0.0006395101171458999	0.0017971246006389778	0.001428381256656017	0.002573748668796592	0.01818716719914803	0.004113684771033014	0.0029954739084132056	0.0009164004259850906
@user250	0.7357	2.3446	1.2368000000000001	1.2255	0.003196219382321619	0.003715122470713525	0.003954472843450479	0.003407880724174654	0.00476038338658147	0.0029004259850905216	0.0019582002129925453	0.0011118210862619807	0.0023277422790202343
@user251	0.2439	1.3976	0.1391	0.29359999999999997	0.0025809371671991484	0.004159478168264111	0.022716453674121406	0.0016139510117145898	0.003806709265175719	0.0035018636847710324	0.0010234291799787005	0.0002489350372736954	0.0
@user252	0.9971	3.7523	3.854	0.312	0.0027611821086261984	0.007574281150159744	0.0015447284345047922	0.00027449414270500533	0.0032300319488817895	0.0022063365282215123	0.0015902555910543128	0.0017819488817891374	0.0007220447284345048
@user253	1.4944	1.3169	0.8291	0.7986	0.004266506922257721	0.0014749733759318426	0.004201544195953142	0.006686634717784877	0.0005721512247071352	0.0035023961661341855	0.002386315228966986	0.001215388711395101	0.0014648562300319488
@user258	0.8048	1.3664	2.7706	2.1758	0.001198615548455804	0.0018996272630457936	0.0017657082002129926	0.0034818956336528217	0.002498402555910543	0.003850638977635782	0.0010455271565495208	0.0009949414270500534	0.0072422790202342924
@user259	1.3866	0.6972	2.0336	0.7646	0.0021975505857294996	0.0025002662406815764	0.0031666666666666666	0.003964856230031949	0.0069739084132055375	0.002479499467518637	0.0027111288604898826	0.0015580404685835993	0.0018341320553780618
@user26	0.41859999999999997	3.0575	1.3876	0.6183	0.006354366347177847	0.0029089456869009584	0.0002760915867944622	0.003690894568690096	0.001968849840255591	0.00683280085197018	0.0	0.003137912673056443	0.002999467518636848
@user261	1.3155999999999999	1.744	1.5211999999999999	0.5719	0.0019587326943556974	0.010471246006389776	0.0025681576144834933	0.0005628328008519701	0.0021845047923322682	0.0010436634717784878	0.00749041533546326	0.0	0.0008849840255591054
@user262	2.3541	1.5897000000000001	0.5899	1.8062	0.00028887113951011717	0.0013996272630457933	0.0002939297124600639	0.002511182108626198	0.0035348775292864754	0.0020668264110756123	0.008371938232161874	0.00170234291799787	0.0016179446219382319
@user263	1.8015999999999999	1.0257	0.8617	0.4516	0.0028314696485623007	0.0012103301384451543	0.010763844515441962	0.0	0.002292598509052183	0.004369275825346112	0.003308040468583599	0.0023911075612353568	0.0011757188498402555
@user264	0.8639	1.5472	0.485	1.3232	0.001476304579339723	0.009044462193823216	0.002187699680511182	0.0023426517571884984	0.010391640042598509	0.0	0.0032758253461128858	0.0009464856230031949	0.0008439829605963792
@user265	1.9747	1.2317	1.2904	0.9511000000000001	0.003229233226837061	0.0032105963791267305	0.00493503727369542	0.0031112886048988288	0.0024416932907348242	0.002983759318423855	0.0006309904153354632	0.0009353035143769968	0.003818956336528221
@user266	1.8569	2.9007	0.9671000000000001	2.1937	0.0022366879659211926	0.006659744408945687	0.0009102768903088391	0.0005199680511182108	0.0	0.0014462193823216187	0.0002750266240681576	0.007494408945686901	0.0009084132055378061
@user268	0.6674	1.3765	3.9996	0.5553	0.0037510649627263046	0.005720447284345048	0.003093450479233227	0.0	0.0013442492012779553	0.004910010649627263	0.004976304579339723	0.0014275825346112886	0.0009624600638977637
@user269	0.0	1.9028	2.8533	0.8417	0.0060220979765708196	0.0033407880724174656	0.002320287539936102	0.006308839190628328	0.005425718849840256	0.0010609691160809371	0.0009885516506922259	0.000612087326943557	0.004600372736954206
@user27	1.6442	0.2952	0.8225	0.7871	0.006791533546325879	0.0005473908413205537	0.005003993610223642	0.007053514376996805	0.0010061235356762514	0.0008655484558040469	0.0016469648562300319	0.001152289669861555	0.0006757188498402556
@user270	1.367	1.3526	0.4313	0.5521	0.001540468583599574	0.009231895633652822	0.0015945154419595314	0.004064696485623003	0.0012438764643237486	0.0029901490947816826	0.00247310969116081	0.00627476038338658	0.0025915867944621943
@user271	1.0391	1.0521	3.2419	1.1971	0.0016490947816826412	0.005811767838125666	0.0032380191693290737	0.00026437699680511185	0.002848509052183174	0.0024693823216187434	0.0030042598509052187	0.001207667731629393	0.0011190095846645369
@user272	0.8719	0.6577	0.0928	1.0526	0.0005260915867944622	0.001728168264110756	0.0011869009584664536	0.00181629392971246	0.0025945154419595314	0.018413738019169328	0.002938232161874334	0.0016706602768903089	0.0012334930777422792
@user273	0.0	1.3572	5.3085	0.8669	0.000612353567625133	0.004158413205537807	0.0019395633652822147	0.0002731629392971246	0.0010849307774227902	0.005519169329073483	0.004747071352502663	0.0018075079872204474	0.0008146964856230032
@user274	1.4525	0.9979	0.9945999999999999	0.3436	0.000579073482428115	0.003583333333333333	0.0015082534611288606	0.002101171458998935	0.0006427050053248136	0.0034957401490947814	0.019594781682641105	0.0	0.0009369009584664537
@user275	2.1222	2.9647	0.2172	0.8796	0.0008128328008519702	0.010789669861554845	0.0017976570820021297	0.003128328008519702	0.0009177316293929713	0.0005995740149094782	0.002846112886048988	0.0019789669861554845	0.0006312566560170395
@user276	0.7323999999999999	1.1622999999999999	0.3085	1.2918	0.0008533013844515442	0.0012010117145899895	0.004007987220447285	0.0035215654952076678	0.006110756123535676	0.0011440362087326945	0.004330138445154419	0.001191160809371672	0.0015066560170394038
